ID,Label,Node Type,All Pros,Pro Bowls,Draft Age,Year Drafted,Round Selected,Pick In Round,Position
PL10429,Freeman McNeil,Player,1,3,22,1981,1,3,RB
PL10450,James Brooks,Player,0,4,22,1981,1,24,RB
PL10460,James Wilder,Player,0,1,23,1981,2,34,RB
PL10467,Joe Delaney,Player,0,1,22,1981,2,41,RB
PL10473,Tony Collins,Player,0,1,22,1981,2,47,RB
PL10482,Andra Franklin,Player,0,1,22,1981,2,56,RB
PL10759,Billy Sims,Player,0,3,24,1980,1,1,RB
PL10785,Charles White,Player,1,1,22,1980,1,27,RB
PL10787,Joe Cribbs,Player,0,3,22,1980,2,29,RB
PL11099,Ottis Anderson,Player,1,2,22,1979,1,8,RB
PL11152,Tony Nathan,Player,1,0,22,1979,3,61,RB
PL11163,Kenny King,Player,0,1,22,1979,3,72,RB
PL11170,William Andrews,Player,0,4,23,1979,3,79,RB
PL11420,Earl Campbell HOF,Player,3,5,23,1978,1,1,RB
PL11578,Tony Green,Player,0,1,21,1978,6,159,RB
PL11634,Mosi Tatupu,Player,0,1,23,1978,8,215,RB
PL11754,Tony Dorsett HOF,Player,1,4,23,1977,1,2,RB
PL11801,Pete Johnson,Player,0,1,23,1977,2,49,RB
PL11831,Wendell Tyler,Player,0,1,22,1977,3,79,RB
PL11832,Terdell Middleton,Player,0,1,22,1977,3,80,RB
PL11906,Wilbert Montgomery,Player,0,2,22,1977,6,154,RB
PL12089,Chuck Muncie,Player,0,3,23,1976,1,3,RB
PL12090,Joe Washington,Player,0,1,22,1976,1,4,RB
PL12093,Mike Pruitt,Player,0,2,22,1976,1,7,RB
PL12574,Walter Payton HOF,Player,5,9,21,1975,1,4,RB
PL12678,Mike Thomas,Player,0,1,22,1975,5,108,RB
PL13053,Delvin Williams,Player,1,2,23,1974,2,49,RB
CG33,Penn St.,College,0,0,0,0,0,0,0
CG111,Tennessee,College,0,0,0,0,0,0,0
CG40,Toledo,College,0,0,0,0,0,0,0
CG68,Pittsburgh,College,0,0,0,0,0,0,0
CG89,North Carolina A&T,College,0,0,0,0,0,0,0
CG1,Ohio St.,College,0,0,0,0,0,0,0
CG65,Indiana,College,0,0,0,0,0,0,0
CG19,Georgia,College,0,0,0,0,0,0,0
CG46,Wisconsin,College,0,0,0,0,0,0,0
CG127,Northern Iowa,College,0,0,0,0,0,0,0
CG59,Boise St.,College,0,0,0,0,0,0,0
CG11,Florida St.,College,0,0,0,0,0,0,0
CG49,Michigan St.,College,0,0,0,0,0,0,0
CG2,Alabama,College,0,0,0,0,0,0,0
CG175,Harvard,College,0,0,0,0,0,0,0
CG36,Central Florida,College,0,0,0,0,0,0,0
CG63,Miami (FL),College,0,0,0,0,0,0,0
CG45,Florida Atlantic,College,0,0,0,0,0,0,0
CG0,Oklahoma,College,0,0,0,0,0,0,0
CG128,Connecticut,College,0,0,0,0,0,0,0
CG3,Clemson,College,0,0,0,0,0,0,0
CG75,Fresno St.,College,0,0,0,0,0,0,0
CG39,Virginia,College,0,0,0,0,0,0,0
CG66,Oregon,College,0,0,0,0,0,0,0
CG143,East Carolina,College,0,0,0,0,0,0,0
CG87,Tulane,College,0,0,0,0,0,0,0
CG76,Rutgers,College,0,0,0,0,0,0,0
CG70,Texas,College,0,0,0,0,0,0,0
CG137,California,College,0,0,0,0,0,0,0
CG43,Memphis,College,0,0,0,0,0,0,0
CG4,LSU,College,0,0,0,0,0,0,0
CG100,UCLA,College,0,0,0,0,0,0,0
CG55,Auburn,College,0,0,0,0,0,0,0
CG69,Minnesota,College,0,0,0,0,0,0,0
CG27,Kansas St.,College,0,0,0,0,0,0,0
CG153,Oregon St.,College,0,0,0,0,0,0,0
CG34,Northern Illinois,College,0,0,0,0,0,0,0
CG146,Villanova,College,0,0,0,0,0,0,0
CG18,TCU,College,0,0,0,0,0,0,0
CG25,Mississippi,College,0,0,0,0,0,0,0
CG23,Florida,College,0,0,0,0,0,0,0
CG132,Nebraska,College,0,0,0,0,0,0,0
CG20,Washington,College,0,0,0,0,0,0,0
CG123,Purdue,College,0,0,0,0,0,0,0
CG32,Texas A&M,College,0,0,0,0,0,0,0
CG231,The Citadel,College,0,0,0,0,0,0,0
CG52,San Diego St.,College,0,0,0,0,0,0,0
CG164,Georgia Tech,College,0,0,0,0,0,0,0
CG31,Utah,College,0,0,0,0,0,0,0
CG17,Notre Dame,College,0,0,0,0,0,0,0
CG74,North Carolina,College,0,0,0,0,0,0,0
CG35,Stanford,College,0,0,0,0,0,0,0
CG91,Arizona,College,0,0,0,0,0,0,0
CG347,Mississippi Col.,College,0,0,0,0,0,0,0
CG24,South Carolina,College,0,0,0,0,0,0,0
CG9,Michigan,College,0,0,0,0,0,0,0
CG358,Ferrum,College,0,0,0,0,0,0,0
CG62,Arkansas,College,0,0,0,0,0,0,0
CG110,Louisiana,College,0,0,0,0,0,0,0
CG42,San Jose St.,College,0,0,0,0,0,0,0
CG294,Texas A&M-Kingsville,College,0,0,0,0,0,0,0
CG61,Oklahoma St.,College,0,0,0,0,0,0,0
CG96,Syracuse,College,0,0,0,0,0,0,0
CG189,Towson,College,0,0,0,0,0,0,0
CG193,NW State (LA),College,0,0,0,0,0,0,0
CG380,Azusa Pacific,College,0,0,0,0,0,0,0
CG7,Iowa,College,0,0,0,0,0,0,0
CG15,Washington St.,College,0,0,0,0,0,0,0
CG47,BYU,College,0,0,0,0,0,0,0
CG58,West Virginia,College,0,0,0,0,0,0,0
CG107,SMU,College,0,0,0,0,0,0,0
CG21,Arizona St.,College,0,0,0,0,0,0,0
CG54,USC,College,0,0,0,0,0,0,0
CG115,Southern Miss,College,0,0,0,0,0,0,0
CG28,Missouri,College,0,0,0,0,0,0,0
CG226,Abilene Christian,College,0,0,0,0,0,0,0
CG253,Jackson St.,College,0,0,0,0,0,0,0
CG238,UNLV,College,0,0,0,0,0,0,0
CG118,Kansas,College,0,0,0,0,0,0,0
NFL5,NYG,NFL Team,0,0,0,0,0,0,0
NFL27,NOR,NFL Team,0,0,0,0,0,0,0
NFL28,KAN,NFL Team,0,0,0,0,0,0,0
NFL9,PIT,NFL Team,0,0,0,0,0,0,0
NFL31,CHI,NFL Team,0,0,0,0,0,0,0
NFL29,DAL,NFL Team,0,0,0,0,0,0,0
NFL30,LAR,NFL Team,0,0,0,0,0,0,0
NFL22,LAC,NFL Team,0,0,0,0,0,0,0
NFL0,ARI,NFL Team,0,0,0,0,0,0,0
NFL12,MIA,NFL Team,0,0,0,0,0,0,0
NFL13,ATL,NFL Team,0,0,0,0,0,0,0
NFL11,GNB,NFL Team,0,0,0,0,0,0,0
NFL21,BAL,NFL Team,0,0,0,0,0,0,0
NFL3,OAK,NFL Team,0,0,0,0,0,0,0
NFL4,TAM,NFL Team,0,0,0,0,0,0,0
NFL14,WAS,NFL Team,0,0,0,0,0,0,0
NFL8,BUF,NFL Team,0,0,0,0,0,0,0
NFL19,PHI,NFL Team,0,0,0,0,0,0,0
NFL15,CAR,NFL Team,0,0,0,0,0,0,0
NFL17,TEN,NFL Team,0,0,0,0,0,0,0
NFL23,SEA,NFL Team,0,0,0,0,0,0,0
NFL16,MIN,NFL Team,0,0,0,0,0,0,0
NFL25,IND,NFL Team,0,0,0,0,0,0,0
NFL6,JAX,NFL Team,0,0,0,0,0,0,0
NFL2,NYJ,NFL Team,0,0,0,0,0,0,0
NFL1,SFO,NFL Team,0,0,0,0,0,0,0
NFL18,DEN,NFL Team,0,0,0,0,0,0,0
NFL10,CIN,NFL Team,0,0,0,0,0,0,0
NFL20,HOU,NFL Team,0,0,0,0,0,0,0
NFL24,NWE,NFL Team,0,0,0,0,0,0,0
NFL26,CLE,NFL Team,0,0,0,0,0,0,0
NFL7,DET,NFL Team,0,0,0,0,0,0,0
